age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome
0.4675324675324675,0.2727272727272727,0.0,0.6666666666666666,0.0,0.11487988526353532,0.0,0.0,0.0,0.8333333333333334,0.6363636363636364,0.2611415168100078,0.1875,0.0,0.3333333333333333
0.2727272727272727,0.2727272727272727,1.0,0.3333333333333333,0.0,0.045679455001792754,0.0,0.0,0.0,0.8666666666666667,0.6363636363636364,0.10633307271305707,0.1875,0.0,0.3333333333333333
0.23376623376623376,0.2727272727272727,1.0,0.3333333333333333,0.0,0.06762280387235568,0.0,0.0,0.0,0.43333333333333335,0.6363636363636364,0.07818608287724785,0.0625,0.0,0.3333333333333333
0.23376623376623376,0.7272727272727273,1.0,0.6666666666666666,0.0,0.07816421656507709,0.0,0.0,1.0,0.26666666666666666,0.45454545454545453,0.09773260359655982,0.0,0.0,0.3333333333333333
0.24675324675324675,0.0,0.0,0.3333333333333333,0.0,0.06461097167443527,1.0,1.0,1.0,0.5,0.45454545454545453,0.163408913213448,0.0,0.0,0.3333333333333333
0.11688311688311688,0.5454545454545454,1.0,0.0,0.0,0.0727142344926497,0.0,0.0,0.0,0.6,0.09090909090909091,0.49569976544175137,0.0625,0.0,0.3333333333333333
0.23376623376623376,0.18181818181818182,0.0,0.3333333333333333,0.0,0.07816421656507709,1.0,1.0,0.0,0.9,0.5454545454545454,0.0328381548084441,0.0625,0.0,0.3333333333333333
0.5324675324675324,0.9090909090909091,0.0,0.6666666666666666,0.0,0.08863391896737181,1.0,0.0,0.0,0.2,0.36363636363636365,0.01563721657544957,0.0,0.0,0.3333333333333333
0.19480519480519481,0.2727272727272727,1.0,0.6666666666666666,0.0,0.045679455001792754,1.0,1.0,0.0,0.26666666666666666,0.09090909090909091,0.028146989835809225,0.0625,0.03504043126684636,0.0
0.15584415584415584,0.8181818181818182,0.0,0.3333333333333333,0.0,0.1209752599498028,0.0,0.0,0.0,0.6666666666666666,0.9090909090909091,0.03674745895230649,0.0625,0.0,0.3333333333333333
0.42857142857142855,0.2727272727272727,0.5,0.6666666666666666,0.0,0.04575116529221943,1.0,0.0,1.0,0.13333333333333333,0.45454545454545453,0.2181391712275215,0.0,0.0,0.3333333333333333
0.4025974025974026,0.5454545454545454,0.0,0.0,0.0,0.03728935102187164,0.0,0.0,0.0,0.8,0.6363636363636364,0.0328381548084441,0.3125,0.0,0.3333333333333333
0.2857142857142857,0.5454545454545454,0.0,0.6666666666666666,0.0,0.20043026174256007,0.0,0.0,0.0,0.3,0.5454545454545454,0.20797498045347929,0.0,0.0,0.3333333333333333
0.38961038961038963,0.5454545454545454,1.0,0.6666666666666666,0.0,0.06998924345643599,0.0,1.0,0.5,0.43333333333333335,0.5454545454545454,0.0875684128225176,0.1875,0.0,0.3333333333333333
0.06493506493506493,0.6363636363636364,0.0,0.3333333333333333,0.0,0.05041233416995339,1.0,0.0,0.0,0.2,0.36363636363636365,0.1313526192337764,0.0625,0.0,0.3333333333333333
0.2727272727272727,0.18181818181818182,0.5,0.3333333333333333,0.0,0.05148798852635353,1.0,1.0,0.0,0.8666666666666667,0.6363636363636364,0.029710711493354185,0.1875,0.0,0.3333333333333333
0.22077922077922077,0.2727272727272727,0.0,0.6666666666666666,0.0,0.09752599498027967,0.0,0.0,0.0,0.03333333333333333,0.09090909090909091,0.24472243940578578,0.0,0.0,0.3333333333333333
0.16883116883116883,0.09090909090909091,0.0,0.6666666666666666,0.0,0.1369666547149516,1.0,0.0,1.0,0.7333333333333333,0.36363636363636365,0.33698201720093823,0.0,0.0,0.3333333333333333
0.33766233766233766,0.18181818181818182,0.0,0.3333333333333333,0.0,0.07816421656507709,0.0,0.0,1.0,0.5666666666666667,0.45454545454545453,0.3635652853792025,0.0,0.0,0.3333333333333333
0.3246753246753247,0.18181818181818182,0.0,0.3333333333333333,0.0,0.055934026532807456,0.0,0.0,0.0,0.6,0.6363636363636364,0.07036747458952307,0.0625,0.0,0.3333333333333333
0.16883116883116883,0.18181818181818182,1.0,0.3333333333333333,0.0,0.045679455001792754,1.0,0.0,0.0,0.23333333333333334,0.7272727272727273,0.0508209538702111,0.0,0.0,0.3333333333333333
0.07792207792207792,0.5454545454545454,1.0,0.6666666666666666,0.0,0.08712800286841162,1.0,0.0,0.0,0.5333333333333333,0.2727272727272727,0.292415949960907,0.25,0.0,0.3333333333333333
0.42857142857142855,0.5454545454545454,0.0,0.0,0.0,0.5533883112226604,0.0,0.0,1.0,0.3333333333333333,0.45454545454545453,0.011727912431587178,0.0,0.0,0.3333333333333333
0.4805194805194805,0.5454545454545454,0.0,0.0,0.0,0.029974901398350663,1.0,0.0,0.5,0.43333333333333335,0.36363636363636365,0.32525410476935107,0.0625,0.9838274932614556,0.6666666666666666
0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.030548583721764073,1.0,1.0,0.0,0.06666666666666667,0.09090909090909091,0.14386239249413604,0.3125,0.6792452830188679,0.6666666666666666
0.24675324675324675,0.5454545454545454,0.0,0.6666666666666666,0.0,0.05320903549659376,1.0,0.0,1.0,0.23333333333333334,0.36363636363636365,0.04534792806880375,0.0625,0.0,0.3333333333333333
0.3116883116883117,0.09090909090909091,0.0,0.6666666666666666,0.0,0.11932592326998924,1.0,0.0,0.5,0.5333333333333333,0.9090909090909091,0.1383893666927287,0.0625,0.4555256064690027,0.6666666666666666
0.18181818181818182,0.2727272727272727,0.0,0.3333333333333333,0.0,0.31961276443169595,1.0,0.0,0.0,0.06666666666666667,0.18181818181818182,0.07349491790461297,0.0,0.0,0.3333333333333333
0.23376623376623376,0.18181818181818182,0.0,0.3333333333333333,0.0,0.07637145930441018,0.0,0.0,1.0,0.9,0.36363636363636365,0.08600469116497264,0.0,0.0,0.3333333333333333
0.5064935064935064,0.7272727272727273,0.0,0.6666666666666666,0.0,0.1538902832556472,1.0,0.0,0.0,0.5666666666666667,0.9090909090909091,0.3893666927286943,0.0,0.0,0.3333333333333333
0.45454545454545453,0.7272727272727273,0.0,0.6666666666666666,0.0,0.16479024740050197,1.0,1.0,0.0,0.5333333333333333,0.9090909090909091,0.05785770132916341,0.0,0.0,0.3333333333333333
0.15584415584415584,0.09090909090909091,1.0,0.0,0.0,0.05134456794550018,1.0,0.0,0.0,0.4666666666666667,0.36363636363636365,0.23924941360437843,0.0,0.0,0.3333333333333333
0.15584415584415584,0.18181818181818182,1.0,0.3333333333333333,0.0,0.12513445679455001,1.0,1.0,1.0,0.26666666666666666,0.36363636363636365,0.19546520719311963,0.0,0.0,0.3333333333333333
0.2987012987012987,0.18181818181818182,0.0,0.6666666666666666,0.0,0.09508784510577267,1.0,0.0,1.0,0.9333333333333333,0.36363636363636365,0.4573885848318999,0.0,0.0,0.3333333333333333
0.3116883116883117,0.2727272727272727,0.5,0.6666666666666666,0.0,0.06346360702760846,0.0,0.0,0.0,0.6,0.6363636363636364,0.11884284597341674,0.1875,0.0,0.3333333333333333
0.2597402597402597,0.18181818181818182,0.0,0.3333333333333333,0.0,0.15195410541412693,1.0,1.0,0.0,0.6666666666666666,0.5454545454545454,0.2736512900703675,0.0,0.0,0.3333333333333333
0.2727272727272727,0.18181818181818182,1.0,0.3333333333333333,0.0,0.21470060953746864,1.0,0.0,0.0,0.6333333333333333,0.2727272727272727,0.04143862392494136,0.125,0.738544474393531,0.6666666666666666
0.36363636363636365,0.5454545454545454,0.0,0.6666666666666666,0.0,0.1647185371100753,1.0,0.0,1.0,0.16666666666666666,0.36363636363636365,0.19390148553557468,0.0,0.0,0.3333333333333333
